raw_text,ner_tags_json
Cạnh Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Cạnh', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Ấp 14 gần Mai Chi Tho,"{'tokens': ['Ấp', '14', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 23 Ngõ 55 Mai Chi Tho,"{'tokens': ['Bitexco', 'Số', '23', 'Ngõ', '55', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Le Loi,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Thôn 8 gần Mai Chi Tho,"{'tokens': ['Thôn', '8', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Nằm gần Cho Ben Thanh đường Le Loi,"{'tokens': ['Nằm', 'gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Khu phố 4 gần Mai Chi Tho,"{'tokens': ['Khu', 'phố', '4', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Nằm gần Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Nằm', 'gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 133 Hẻm 1 Le Loi,"{'tokens': ['Bitexco', 'Số', '133', 'Hẻm', '1', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
131/27 Le Loi,"{'tokens': ['131/27', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Le Loi,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 49 Ngõ 39 Mai Chi Tho,"{'tokens': ['Bitexco', 'Số', '49', 'Ngõ', '39', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Tổ 13 gần Mai Chi Tho,"{'tokens': ['Tổ', '13', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
369/36 Le Loi,"{'tokens': ['369/36', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Tổ 7 gần Nguyen Hue,"{'tokens': ['Tổ', '7', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
132/19 Mai Chi Tho,"{'tokens': ['132/19', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Nằm gần Ben xe Mien Tay đường Le Loi,"{'tokens': ['Nằm', 'gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Đối diện Ben xe Mien Tay đường Le Loi,"{'tokens': ['Đối', 'diện', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Tổ 9 gần Mai Chi Tho,"{'tokens': ['Tổ', '9', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
196/49 Le Loi,"{'tokens': ['196/49', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Landmark 81 Số 58 Hẻm 81 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '58', 'Hẻm', '81', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Ấp 12 gần Le Loi,"{'tokens': ['Ấp', '12', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Tổ 19 gần Nguyen Hue,"{'tokens': ['Tổ', '19', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Xóm 12 gần Mai Chi Tho,"{'tokens': ['Xóm', '12', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 58 Ngõ 2 Le Loi,"{'tokens': ['Bitexco', 'Số', '58', 'Ngõ', '2', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Cạnh Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Cạnh', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Tổ 15 gần Mai Chi Tho,"{'tokens': ['Tổ', '15', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Cạnh Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Cạnh', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
392/29 Nguyen Hue,"{'tokens': ['392/29', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Ấp 1 gần Mai Chi Tho,"{'tokens': ['Ấp', '1', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
340/20 Mai Chi Tho,"{'tokens': ['340/20', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Xóm 17 gần Mai Chi Tho,"{'tokens': ['Xóm', '17', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Kế bên Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Kế', 'bên', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Ấp 11 gần Nguyen Hue,"{'tokens': ['Ấp', '11', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Landmark 81 Số 156 Kiệt 69 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '156', 'Kiệt', '69', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Landmark 81 Số 165 Kiệt 41 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '165', 'Kiệt', '41', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Đối diện Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Đối', 'diện', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Thôn 4 gần Nguyen Hue,"{'tokens': ['Thôn', '4', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Nằm gần Ben xe Mien Tay đường Nguyen Hue,"{'tokens': ['Nằm', 'gần', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
176/38 Le Loi,"{'tokens': ['176/38', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Landmark 81 Số 70 Hẻm 51 Nguyen Hue,"{'tokens': ['Landmark', '81', 'Số', '70', 'Hẻm', '51', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Ấp 19 gần Le Loi,"{'tokens': ['Ấp', '19', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
416/34 Le Loi,"{'tokens': ['416/34', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Cạnh Cho Ben Thanh đường Le Loi,"{'tokens': ['Cạnh', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
171/24 Mai Chi Tho,"{'tokens': ['171/24', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Nằm gần Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Nằm', 'gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
99/31 Mai Chi Tho,"{'tokens': ['99/31', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Cạnh Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Cạnh', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
171/40 Le Loi,"{'tokens': ['171/40', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Đối diện Ben xe Mien Tay đường Mai Chi Tho,"{'tokens': ['Đối', 'diện', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Khu phố 14 gần Nguyen Hue,"{'tokens': ['Khu', 'phố', '14', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
304/35 Mai Chi Tho,"{'tokens': ['304/35', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 160 Kiệt 64 Le Loi,"{'tokens': ['Bitexco', 'Số', '160', 'Kiệt', '64', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Bitexco Số 129 Hẻm 65 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '129', 'Hẻm', '65', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Landmark 81 Số 2 Kiệt 52 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '2', 'Kiệt', '52', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Ấp 17 gần Le Loi,"{'tokens': ['Ấp', '17', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Ấp 6 gần Mai Chi Tho,"{'tokens': ['Ấp', '6', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
214/11 Mai Chi Tho,"{'tokens': ['214/11', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 63 Kiệt 57 Mai Chi Tho,"{'tokens': ['Bitexco', 'Số', '63', 'Kiệt', '57', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Xóm 8 gần Le Loi,"{'tokens': ['Xóm', '8', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Nằm gần Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Nằm', 'gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 178 Ngõ 43 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '178', 'Ngõ', '43', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Le Loi,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Xóm 14 gần Mai Chi Tho,"{'tokens': ['Xóm', '14', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Thôn 6 gần Mai Chi Tho,"{'tokens': ['Thôn', '6', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 86 Hẻm 4 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '86', 'Hẻm', '4', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Bitexco Số 107 Kiệt 14 Le Loi,"{'tokens': ['Bitexco', 'Số', '107', 'Kiệt', '14', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
108/9 Nguyen Hue,"{'tokens': ['108/9', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Bitexco Số 160 Ngõ 85 Mai Chi Tho,"{'tokens': ['Bitexco', 'Số', '160', 'Ngõ', '85', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
Ấp 19 gần Mai Chi Tho,"{'tokens': ['Ấp', '19', 'gần', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR', 'I-STR']}"
Cạnh Ben xe Mien Tay đường Le Loi,"{'tokens': ['Cạnh', 'Ben', 'xe', 'Mien', 'Tay', 'đường', 'Le', 'Loi'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 130 Ngõ 99 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '130', 'Ngõ', '99', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Landmark 81 Số 33 Kiệt 58 Le Loi,"{'tokens': ['Landmark', '81', 'Số', '33', 'Kiệt', '58', 'Le', 'Loi'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
108/4 Le Loi,"{'tokens': ['108/4', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
332/38 Mai Chi Tho,"{'tokens': ['332/38', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Xóm 20 gần Le Loi,"{'tokens': ['Xóm', '20', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
48/44 Le Loi,"{'tokens': ['48/44', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Thôn 8 gần Nguyen Hue,"{'tokens': ['Thôn', '8', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 174 Kiệt 10 Le Loi,"{'tokens': ['Bitexco', 'Số', '174', 'Kiệt', '10', 'Le', 'Loi'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
364/44 Nguyen Hue,"{'tokens': ['364/44', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
60/6 Mai Chi Tho,"{'tokens': ['60/6', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Kế bên Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Kế', 'bên', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
207/11 Mai Chi Tho,"{'tokens': ['207/11', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Landmark 81 Số 87 Kiệt 36 Nguyen Hue,"{'tokens': ['Landmark', '81', 'Số', '87', 'Kiệt', '36', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Landmark 81 Số 14 Hẻm 100 Nguyen Hue,"{'tokens': ['Landmark', '81', 'Số', '14', 'Hẻm', '100', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Landmark 81 Số 166 Ngõ 69 Mai Chi Tho,"{'tokens': ['Landmark', '81', 'Số', '166', 'Ngõ', '69', 'Mai', 'Chi', 'Tho'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR', 'I-STR']}"
390/40 Mai Chi Tho,"{'tokens': ['390/40', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
Bitexco Số 122 Kiệt 22 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '122', 'Kiệt', '22', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Khu phố 2 gần Le Loi,"{'tokens': ['Khu', 'phố', '2', 'gần', 'Le', 'Loi'], 'tags': ['B-NBH', 'I-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Bitexco Số 200 Ngõ 98 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '200', 'Ngõ', '98', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Landmark 81 Số 150 Hẻm 31 Nguyen Hue,"{'tokens': ['Landmark', '81', 'Số', '150', 'Hẻm', '31', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'I-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Bitexco Số 110 Ngõ 14 Nguyen Hue,"{'tokens': ['Bitexco', 'Số', '110', 'Ngõ', '14', 'Nguyen', 'Hue'], 'tags': ['B-BLD', 'B-NUM', 'I-NUM', 'B-ALY', 'I-ALY', 'B-STR', 'I-STR']}"
Kế bên Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Kế', 'bên', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
Xóm 6 gần Nguyen Hue,"{'tokens': ['Xóm', '6', 'gần', 'Nguyen', 'Hue'], 'tags': ['B-NBH', 'I-NBH', 'O', 'B-STR', 'I-STR']}"
Nằm gần Cho Ben Thanh đường Mai Chi Tho,"{'tokens': ['Nằm', 'gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Mai', 'Chi', 'Tho'], 'tags': ['O', 'O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR', 'I-STR']}"
391/15 Mai Chi Tho,"{'tokens': ['391/15', 'Mai', 'Chi', 'Tho'], 'tags': ['B-NUM', 'B-STR', 'I-STR', 'I-STR']}"
339/36 Nguyen Hue,"{'tokens': ['339/36', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
69/44 Nguyen Hue,"{'tokens': ['69/44', 'Nguyen', 'Hue'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
345/39 Le Loi,"{'tokens': ['345/39', 'Le', 'Loi'], 'tags': ['B-NUM', 'B-STR', 'I-STR']}"
Gần Cho Ben Thanh đường Nguyen Hue,"{'tokens': ['Gần', 'Cho', 'Ben', 'Thanh', 'đường', 'Nguyen', 'Hue'], 'tags': ['O', 'B-POI', 'I-POI', 'I-POI', 'O', 'B-STR', 'I-STR']}"
